DATASET_SIMPLEBAR

SEPARATOR COMMA

DATASET_LABEL,bar

COLOR,#ff0000

WIDTH,100

DATA
n26702,21.62
n26704,39.47
n26705,46.21
n26708,20.67
n26712,8.87
n26713,39.88
n26714,16.87
n26716,10.33
n26720,93.75
n26722,16.09
n26723,47.75
n26724,25.19
n26726,67.59
n26728,25.05
n26729,62.74
n26732,12.03
n26734,nan
n26736,10.67
n26737,17.02
n26740,9.72
n26742,22.27
n26743,14.99
n26746,18.21
n26747,38.17
n26750,24.18
n26751,23.52
n26752,15.26
n26753,33.68
n26758,52.43
n26760,16.05
n26761,45.47
n26764,17.41
n26765,95.24
n26766,42.49
n26768,44.39
n26776,19.42
n26778,32.88
n26779,28.06
n26782,7.33
n26783,7.05
n26784,25.79
n26785,21.84
n26786,10.94
n26790,13.47
n26792,6.25
n26794,3.22
n26795,15.38
n26798,16.58
n26799,10.27
n26800,38.66
n26801,48.53
n26808,35.54
n26810,19.37
n26814,23.17
n26815,21.4
n26816,12.63
n26818,10.03
n26819,6.29
n26822,29.07
n26826,6.18
n26827,27.06
n26828,21.18
n26829,13.91
n26830,50.5
n26832,19.16
n26834,15.03
n26836,11.39
n26838,42.09
n26839,65.52
n26842,7.5
n26843,40.94
n26846,47.04
n26847,20.66
n26848,10.37
n26854,40.41
n26855,29.51
n26856,10.26
n26858,29.67
n26859,23.1
n26860,52.55
n26864,16.75
n26866,53.26
n26868,23.39
n26870,11.32
n26871,26.52
n26872,18.91
n26876,7.35
n26877,26.17
n26880,nan
n26881,nan
n26882,20.34
n26884,23.17
n26886,7.93
n26888,10.36
n26890,9.14
n26892,5.58
n26896,12.27
n26898,10.31
n26899,9.76
n26900,7.27
n26904,9.88
n26906,18.86
n26907,13.63
n26910,8.93
n26911,8.25
n26912,28.64
n26914,26.84
n26922,36.32
n26926,17.82
n26927,25.42
n26928,32.84
n26932,16.88
n26934,12.03
n26935,22.4
n26938,9.2
n26940,9.29
n26941,30.44
n26946,19.53
n26948,30.28
n26950,17.22
n26951,22.11
n26954,16.56
n26955,nan
n26958,60.25
n26959,21.34
n26960,18.52
n26966,18.66
n26968,18.15
n26969,16.25
n26970,11.89
n26972,13.49
n26973,10.77
n26974,nan
n26976,12.47
n26978,15.32
n26980,29.7
n26982,17.1
n26984,15.4
n26985,16.91
n26988,24.22
n26989,16.82
n26992,38.89
n26994,18.62
n26996,13.3
n27000,9.63
n27001,39.35
n27002,nan
n27004,5.07
n27006,23.21
n27007,47.36
n27012,18.91
n27013,69.07
n27016,16.09
n27017,20.8
n27018,16.56
n27020,35.84
n27021,21.89
n27024,53.35
n27025,18.65
n27028,19.62
n27030,15.45
n27031,12.56
n27032,62.43
n27034,9.03
n27036,13.8
n27038,28.1
n27040,12.01
n27044,17.27
n27045,36.34
n27046,7.77
n27048,27.87
n27049,35.14
n27050,12.43
n27054,35.81
n27056,7.1
n27062,34.82
n27063,11.5
n27064,14.25
n27065,26.22
n27066,14.58
n27068,9.82
n27070,8.83
n27072,15.68
n27074,9.11
n27075,10.49
n27076,7.8
n27078,11.05
n27082,14.59
n27084,8.66
n27086,31.45
n27088,28.64
n27089,20.17
n27090,4.25
n27094,11.35
n27095,13.81
n27096,4.15
n27098,11.34
n27100,6.52
n27104,9.36
n27105,6.25
n27106,13.76
n27108,15.57
n27110,11.23
n27112,14.91
n27116,13.79
n27122,9.15
n27124,18.77
n27125,24.32
n27126,22.26
n27128,16.09
n27132,3.25
n27134,9.53
n27136,15.05
n27138,9.69
n27139,10.11
n27142,nan
n27143,nan
n27146,19.64
n27148,26.24
n27150,13.45
n27152,18.71
n27154,20.45
n27158,19.92
n27159,16.92
n27160,32.85
n27161,13.51
n27166,14.15
n27167,9.72
n27168,13.06
n27170,6.19
n27172,6.6
n27173,12.53
n27176,12.42
n27178,11.83
n27180,15.3
n27182,7.19
n27183,5.42
n27184,18.23
n27186,65.46
n27190,10.28
n27192,9.01
n27194,12.83
n27195,5.57
n27198,14.91
n27199,8.95
n27200,8.6
n27202,8.68
n27204,4.89
n27206,10.77
n27207,7.28
n27208,27.21
n27214,31.43
n27216,30.15
n27217,11.05
n27222,27.6
n27223,20.74
n27226,21.64
n27228,21.53
n27230,29.95
n27234,8.3
n27235,3.34
n27236,7.8
n27238,12.23
n27240,12.26
n27241,10.43
n27242,8.96
n27244,40.76
n27248,41.02
n27249,41.02
n27252,48.74
n27254,35.57
n27255,23.71
n27256,21.77
n27258,23.07
n27260,27.07
n27262,36.59
n27263,41.83
n27268,nan
n27269,29.88
n27270,52.71
n27272,24.06
n27276,13.01
n27278,14.8
n27279,11.99
n27282,12.85
n27283,14.1
n27284,11.56
n27285,73.23
n27288,9.53
n27290,41.89
n27292,nan
n27293,18.01
n27294,8.68
n27296,18.77
n27298,26.82
n27302,19.45
n27303,17.0
n27304,14.47
n27306,11.02
n27308,16.02
n27310,12.31
n27312,6.52
n27314,16.56
n27316,9.57
n27318,15.36
n27320,6.89
n27322,9.28
n27326,30.56
n27328,7.06
n27330,21.69
n27332,12.37
n27334,6.82
n27335,11.3
n27338,9.47
n27340,18.6
n27342,12.7
n27343,11.48
n27344,7.1
n27346,8.88
n27350,20.12
n27351,14.03
n27352,13.56
n27354,12.49
n27355,7.15
n27356,8.62
n27358,6.98
n27360,7.24
n27362,30.58
n27366,12.34
n27370,10.95
n27372,18.47
n27374,9.08
n27376,32.02
n27378,19.59
n27379,21.11
n27382,28.25
n27384,11.92
n27386,5.2
n27387,3.34
n27390,4.8
n27391,15.12
n27392,37.81
n27394,4.83
n27396,10.71
n27397,5.39
n27398,13.6
n27402,4.83
n27404,24.32
n27406,28.81
n27407,35.26
n27410,18.38
n27414,17.65
n27416,10.81
n27417,15.39
n27422,nan
n27423,15.57
n27424,9.69
n27426,20.33
n27427,9.3
n27432,9.21
n27433,11.4
n27434,9.88
n27436,23.05
n27437,11.4
n27438,20.19
n27440,nan
n27444,10.92
n27445,5.5
n27446,15.97
n27450,9.41
n27451,13.0
n27452,10.49
n27454,6.12
n27455,6.3
n27460,19.04
n27461,11.84
n27462,9.96
n27464,12.39
n27465,5.87
n27466,26.97
n27470,3.6
n27474,nan
n27475,7.21
n27476,8.02
n27478,19.73
n27480,21.72
n27482,nan
n27483,4.79
n27486,41.38
n27487,11.52
n27490,7.83
n27492,6.44
n27493,9.71
n27494,14.35
n27498,4.94
n27499,11.31
n27502,33.54
n27504,16.74
n27505,4.68
n27506,11.11
n27508,30.56
n27510,43.91
n27511,11.57
n27512,11.9
n27518,nan
n27520,27.07
n27522,8.35
n27524,28.18
n27526,15.06
n27528,11.3
n27530,10.65
n27531,10.66
n27536,8.17
n27537,5.71
n27538,23.25
n27539,13.68
n27542,nan
n27544,34.17
n27546,22.86
n27547,nan
n27550,36.89
n27551,14.59
n27554,24.66
n27555,33.29
n27558,18.43
n27560,31.15
n27562,11.28
n27563,16.29
n27564,94.56
n27566,27.8
n27568,46.52
n27572,2.27
n27574,40.82
n27576,41.63
n27577,44.54
n27578,48.81
n27580,16.71
n27582,8.11
n27584,nan
n27586,nan
n27588,nan
n27589,nan
n27590,23.13
n27594,25.73
n27598,19.49
n27600,6.86
n27604,9.15
n27606,10.31
n27608,26.39
n27610,14.07
n27612,26.4
n27616,21.51
n27617,7.51
n27618,10.15
n27620,6.55
n27622,17.27
n27624,11.4
n27626,9.42
n27628,12.61
n27632,5.26
n27634,9.99
n27636,11.97
n27640,22.08
n27642,18.11
n27644,9.56
n27646,16.93
n27647,18.69
n27648,19.84
n27652,17.52
n27654,21.74
n27655,16.16
n27656,12.76
n27658,6.42
n27659,18.34
n27662,16.4
n27664,15.65
n27666,5.16
n27670,8.08
n27671,20.85
n27672,5.57
n27674,40.2
n27676,14.92
n27677,28.19
n27680,nan
n27682,11.58
n27684,2.19
n27686,11.99
n27688,4.42
n27690,7.44
n27692,16.03
n27694,21.17
n27696,9.13
n27698,25.52
n27699,6.62
n27702,9.08
n27704,1.45
n27706,11.58
n27707,12.51
n27708,3.71
n27712,7.34
n27714,3.49
n27717,24.23
n27718,10.33
n27720,5.76
n27724,8.5
n27725,15.4
n27726,13.31
n27728,5.89
n27730,13.44
n27731,9.35
n27736,13.01
n27742,10.72
n27744,9.63
n27746,12.69
n27748,3.74
n27750,20.44
n27752,13.23
n27756,11.91
n27758,23.81
n27760,7.7
n27761,8.17
n27764,5.35
n27766,13.13
n27770,13.01
n27772,14.28
n27773,19.84
n27774,7.39
n27776,10.18
n27777,10.12
n27780,4.52
n27782,44.38
n27783,13.81
n27784,16.96
n27786,15.93
n27788,16.63
n27790,29.65
n27792,11.33
n27793,15.22
n27794,48.8
n27798,23.35
n27800,25.15
n27802,6.34
n27804,3.98
n27808,10.44
n27810,5.88
n27811,5.22
n27812,32.93
n27814,9.61
n27815,16.51
n27818,16.31
n27820,30.67
n27824,13.22
n27826,22.88
n27828,20.42
n27830,15.59
n27832,15.04
n27833,23.43
n27836,13.74
n27838,10.24
n27840,17.57
n27841,5.73
n27842,13.97
n27846,10.73
n27848,6.25
n27849,6.47
n27852,8.16
n27853,14.1
n27856,30.29
n27857,12.1
n27860,9.39
n27862,20.56
n27864,14.05
n27868,14.15
n27869,13.08
n27870,18.23
n27872,31.74
n27873,18.37
n27874,19.15
n27876,29.65
n27880,24.86
n27882,19.31
n27884,17.38
n27885,16.82
n27886,47.38
n27888,38.52
n27890,22.43
n27892,16.47
n27894,14.52
n27896,30.09
n27897,27.15
n27900,15.38
n27902,63.57
n27906,64.23
n27907,24.57
n27908,42.14
n27910,nan
n27912,22.06
n27913,16.28
n27918,22.62
n27922,13.03
n27924,15.22
n27926,7.8
n27927,10.41
n27930,27.48
n27931,13.49
n27932,16.21
n27936,17.44
n27938,21.92
n27940,19.93
n27941,23.66
n27944,10.1
n27946,27.77
n27948,30.34
n27949,24.19
n27952,16.81
n27953,17.56
n27954,11.22
n27956,7.36
n27957,7.15
n27962,23.05
n27963,16.38
n27966,23.41
n27967,17.29
n27970,19.9
n27971,12.15
n27974,6.7
n27975,34.0
n27976,11.87
n27978,40.54
n27980,30.52
n27981,18.84
n27982,nan
n27986,6.33
n27988,20.73
n27989,32.11
n27990,41.61
n27992,13.05
n27994,32.0
n27998,30.8
n27999,94.53
n28000,24.86
n28002,18.42
n28004,18.48
n28005,30.31
n28010,18.97
n28012,11.2
n28013,39.85
n28016,16.98
n28018,23.99
n28019,9.92
n28020,19.0
n28024,7.11
n28025,25.22
n28032,11.31
n28033,6.74
n28034,19.84
n28036,16.57
n28038,20.8
n28039,11.82
n28040,6.11
n28042,4.95
n28044,15.03
n28046,9.53
n28048,3.14
n28050,4.49
n28052,13.31
n28054,11.69
n28058,4.19
n28059,6.27
n28062,12.64
n28064,24.91
n28066,14.99
n28070,23.12
n28072,10.11
n28073,10.39
n28074,16.6
n28076,7.75
n28077,21.5
n28080,15.91
n28082,14.42
n28084,13.21
n28085,17.58
n28088,18.3
n28092,12.72
n28096,14.54
n28097,20.75
n28098,9.07
n28100,17.47
n28101,14.28
n28102,22.31
n28106,16.25
n28108,16.19
n28109,7.69
n28110,9.62
n28112,19.71
n28114,4.46
n28116,17.38
n28118,14.86
n28120,30.13
n28122,17.32
n28124,18.23
n28125,7.0
n28128,13.99
n28130,23.52
n28132,13.23
n28133,30.71
n28136,30.08
n28138,15.09
n28140,11.68
n28141,52.07
n28142,10.13
n28148,32.49
n28149,47.75
n28150,17.37
n28151,15.98
n28156,14.67
n28157,7.28
n28158,20.07
n28160,21.84
n28161,25.44
n28164,7.01
n28165,11.42
n28166,35.87
n28168,8.4
n28172,9.16
n28173,35.79
n28174,34.13
n28175,11.77
n28176,35.3
n28178,9.29
n28180,14.16
n28182,14.88
n28184,7.28
n28186,6.92
n28188,13.52
n28190,8.32
n28192,11.07
n28196,14.49
n28200,15.14
n28201,nan
n28202,15.82
n28204,2.07
n28205,20.87
n28208,18.8
n28209,12.23
n28210,8.41
n28212,10.25
n28214,20.93
n28216,1.26
n28218,5.28
n28220,8.4
n28224,9.77
n28228,11.88
n28229,31.48
n28232,5.94
n28233,8.1
n28234,10.18
n28236,3.85
n28238,6.53
n28242,1.73
n28244,5.15
n28245,10.23
n28246,12.79
n28248,nan
n28249,7.37
n28250,9.66
n28252,nan
n28258,nan
n28260,4.67
n28261,30.16
n28264,13.46
n28265,nan
n28268,20.73
n28269,13.3
n28270,9.36
n28272,13.58
n28274,15.42
n28276,10.21
n28277,3.71
n28284,26.34
n28285,22.44
n28288,11.96
n28289,14.19
n28290,nan
n28292,27.37
n28294,13.39
n28295,10.89
n28296,8.62
n28300,10.66
n28302,5.03
n28304,5.37
n28306,3.08
n28307,6.18
n28308,3.83
n28310,18.56
n28314,24.64
n28318,12.67
n28319,6.69
n28320,5.47
n28322,16.68
n28324,11.59
n28326,6.61
n28328,12.37
n28330,7.65
n28331,9.62
n28332,10.55
n28336,11.53
n28337,24.0
n28338,9.51
n28344,13.64
n28345,43.56
n28346,4.81
n28348,14.55
n28350,5.35
n28351,7.64
n28352,19.54
n28354,12.11
n28358,24.32
n28359,9.38
n28360,20.39
n28361,11.51
n28362,10.71
n28372,6.76
n28374,nan
n28375,4.01
n28376,4.51
n28380,1.56
n28381,9.32
n28382,13.6
n28383,2.45
n28386,13.3
n28387,10.63
n28388,15.01
n28390,4.39
n28392,12.33
n28394,6.19
n28396,5.47
n28398,7.5
n28399,9.31
n28400,8.99
n28404,15.77
n28406,61.9
n28410,11.94
n28412,15.81
n28413,8.47
n28414,19.24
n28416,9.28
n28418,nan
n28419,10.41
n28422,5.84
n28424,6.39
n28428,12.63
n28429,10.35
n28430,6.98
n28431,4.45
n28436,14.19
n28437,10.31
n28438,21.69
n28439,9.04
n28440,14.46
n28444,3.99
n28445,9.44
n28448,8.4
n28449,18.36
n28452,12.8
n28453,6.09
n28454,14.25
n28456,9.81
n28458,11.85
n28462,15.97
n28463,23.99
n28464,nan
n28466,8.24
n28467,12.56
n28470,8.92
n28474,20.74
n28475,12.26
n28476,5.03
n28482,33.43
n28483,0.58
n28486,15.22
n28487,2.06
n28488,4.83
n28489,8.67
n28490,9.01
n28494,10.6
n28495,7.6
n28496,10.21
n28498,8.63
n28500,13.67
n28501,21.83
n28502,26.06
n28508,3.05
n28509,18.69
n28512,15.83
n28513,16.78
n28516,3.91
n28520,16.11
n28521,13.99
n28522,13.14
n28524,25.39
n28525,31.79
n28528,4.88
n28530,17.84
n28531,15.73
n28534,10.85
n28535,6.86
n28538,nan
n28539,10.74
n28540,12.04
n28542,15.36
n28544,6.72
n28545,13.82
n28546,11.89
n28550,11.07
n28551,26.95
n28556,2.95
n28557,2.67
n28558,11.61
n28560,12.92
n28561,1.43
n28566,23.02
n28568,11.29
n28570,12.28
n28572,18.8
n28574,nan
n28575,nan
n28580,15.38
n28581,15.01
n28582,13.38
n28584,7.98
n28586,10.83
n28587,16.72
n28590,18.71
n28591,20.49
n28592,13.27
n28594,17.66
n28596,21.98
n28598,34.61
n28600,8.85
n28601,0.88
n28606,28.71
n28607,9.66
n28608,nan
n28610,27.99
n28612,8.98
n28614,21.1
n28615,9.24
n28616,9.58
n28622,9.14
n28623,20.36
n28626,18.72
n28627,23.85
n28628,17.13
n28629,8.31
n28632,16.57
n28633,20.9
n28636,nan
n28637,11.14
n28638,1.92
n28640,16.08
n28641,5.29
n28642,9.73
n28646,5.27
n28652,11.18
n28653,19.52
n28656,9.97
n28658,13.65
n28660,14.75
n28661,40.8
n28664,17.01
n28665,14.75
n28666,31.2
n28667,24.41
n28672,16.2
n28676,nan
n28680,16.05
n28682,23.87
n28684,35.26
n28686,30.37
n28687,11.28
n28688,21.06
n28693,18.41
n28696,31.47
n28697,12.99
n28698,4.68
n28700,6.09
n28701,7.3
n28706,16.19
n28707,6.64
n28710,15.62
n28711,12.88
n28712,10.5
n28713,26.99
n28714,13.52
n28716,15.41
n28718,10.59
n28724,10.64
n28726,8.51
n28727,11.34
n28728,12.17
n28730,8.45
n28732,12.32
n28733,4.2
n28734,22.5
n28736,6.64
n28738,9.94
n28740,11.42
n28744,8.94
n28746,13.86
n28747,18.16
n28748,4.8
n28750,11.71
n28752,8.63
n28756,8.22
n28758,11.38
n28759,16.96
n28760,13.92
n28764,9.55
n28766,10.33
n28767,10.32
n28770,9.3
n28774,12.66
n28775,10.59
n28776,10.83
n28778,19.3
n28780,13.73
n28784,15.53
n28785,14.13
n28786,26.51
n28788,13.67
n28789,7.91
n28792,11.89
n28793,12.82
n28796,6.99
n28797,17.12
n28798,6.04
n28800,20.4
n28802,14.23
n28804,10.9
n28806,20.2
n28808,8.56
n28809,13.5
n28810,nan
n28812,7.78
n28818,22.54
n28819,nan
n28822,nan
n28824,8.89
n28826,26.42
n28827,17.31
n28830,18.01
n28831,15.01
n28832,12.88
n28834,25.26
n28836,12.07
n28838,13.9
n28840,17.11
n28842,10.21
n28846,14.4
n28847,14.84
n28848,10.57
n28850,25.45
n28852,8.74
n28853,11.93
n28856,26.97
n28858,33.18
n28862,nan
n28866,21.08
n28868,16.46
n28870,nan
n28872,nan
n28873,nan
n28874,24.34
n28876,9.39
n28880,7.32
n28882,4.25
n28884,48.32
n28885,8.06
n28886,nan
n28888,nan
n28890,nan
n28891,nan
n28894,nan
n28896,nan
n28897,26.53
n28898,nan
n28900,29.34
n28904,17.7
n28906,nan
n28907,nan
n28908,nan
n28910,24.78
n28914,13.72
n28915,47.53
n28916,21.56
n28918,9.57
n28920,24.74
n28922,13.66
n28926,41.51
n28927,12.24
n28928,14.79
n28930,14.8
n28934,nan
n28936,nan
n28937,nan
n28938,12.68
n28942,15.61
n28943,nan
n28944,nan
n28946,nan
n28948,nan
n28954,nan
n28955,nan
n28956,nan
n28960,nan
n28961,nan
n28964,nan
n28965,nan
n28968,nan
n28970,nan
n28972,nan
n28973,nan
n28976,nan
n28978,nan
n28980,nan
n28981,nan
n28982,nan
n28986,nan
n28987,nan
n28990,nan
n28992,nan
n28993,nan
n28994,nan
n28996,nan
n28997,nan
n28998,nan
n29004,nan
n29005,nan
n29008,nan
n29010,nan
n29011,nan
n29012,nan
n29014,5.18
n29015,nan
n29018,nan
n29019,nan
n29022,nan
n29023,nan
n29030,nan
n29031,nan
n29034,nan
n29035,nan
n29036,nan
n29037,nan
n29038,4.76
n29042,nan
n29043,nan
n29046,nan
n29047,nan
n29050,nan
n29052,nan
n29053,nan
n29054,nan
n29056,nan
n29057,nan
n29060,nan
n29062,nan
n29063,nan
n29068,nan
n29070,nan
n29071,nan
n29074,nan
n29075,nan
n29078,nan
n29079,nan
n29082,nan
n29083,nan
n29084,nan
n29085,nan
n29088,nan
n29089,nan
n29092,nan
n29093,nan
n29096,nan
n29097,nan
n29100,nan
n29101,nan
n29102,nan
n29104,nan
n29105,nan
n29110,30.64
n29112,54.26
n29113,nan
n29114,15.75
n29118,17.08
n29120,14.84
n29124,nan
n29125,nan
n29126,9.41
n29128,20.2
n29129,10.58
n29134,11.07
n29135,29.15
n29138,37.42
n29140,19.16
n29142,17.87
n29143,8.86
n29144,nan
n29148,5.96
n29150,19.21
n29152,75.66
n29154,21.95
n29156,24.04
n29157,5.22
n29160,93.35
n29164,9.01
n29165,65.4
n29166,10.5
n29167,5.22
n29168,18.41
n29170,6.33
n29174,21.46
n29175,1.7
n29176,48.82
n29178,16.04
n29179,25.42
n29180,100.0
n29184,15.28
n29188,7.11
n29192,11.14
n29193,17.7
n29194,13.55
n29198,8.47
n29199,6.54
n29200,6.75
n29201,2.62
n29204,9.36
n29208,7.13
n29210,10.5
n29211,12.7
n29214,5.57
n29215,29.2
n29216,10.44
n29217,11.01
n29220,13.64
n29222,9.22
n29224,6.5
n29225,16.4
n29230,4.45
n29232,5.73
n29233,9.12
n29236,7.7
n29237,15.95
n29238,18.31
n29240,12.27
n29241,24.15
n29242,7.33
n29246,10.63
n29248,21.31
n29249,19.25
n29252,3.03
n29254,51.46
n29256,8.53
n29260,7.95
n29262,8.73
n29263,12.17
n29266,30.31
n29268,8.23
n29270,50.22
n29272,35.31
n29273,62.94
n29274,5.36
n29278,50.4
n29280,13.43
n29281,22.04
n29282,4.46
n29284,13.22
n29288,24.05
n29289,6.88
n29290,7.34
n29292,4.82
n29293,61.69
n29296,26.77
n29298,19.82
n29302,22.13
n29303,76.2
n29306,19.07
n29308,7.94
n29310,35.03
n29311,7.31
n29314,14.53
n29316,6.59
n29318,10.89
n29319,34.75
n29320,nan
n29322,71.52
n29324,20.9
n29326,8.08
n29327,46.11
n29330,27.6
n29332,9.24
n29334,0.77
n29336,15.23
n29340,9.5
n29341,14.78
n29342,20.14
n29344,21.55
n29346,nan
n29347,11.43
n29354,20.41
n29355,8.15
n29356,11.04
n29357,9.08
n29358,25.43
n29362,10.4
n29363,65.17
n29364,11.63
n29365,15.57
n29370,18.23
n29371,36.6
n29372,16.45
n29373,48.88
n29376,34.45
n29378,44.8
n29379,54.89
n29382,60.53
n29383,30.39
n29384,9.97
n29386,10.05
n29390,40.18
n29391,29.21
n29394,18.83
n29396,14.8
n29397,51.17
n29398,39.14
n29402,99.71
n29403,15.89
n29406,43.15
n29408,11.57
n29409,5.67
n29410,49.48
n29412,3.35
n29414,17.33
n29415,5.53
n29418,19.51
n29427,23.04
n29428,46.94
n29430,27.76
n29432,14.05
n29434,nan
n29436,25.63
n29437,25.93
n29440,28.48
n29442,14.78
n29444,20.04
n29445,17.24
n29450,nan
n29452,38.79
n29454,22.05
n29456,nan
n29457,22.44
n29462,nan
n29463,13.54
n29464,25.77
n29466,31.43
n29467,nan
n29470,38.52
n29471,26.08
n29472,13.7
n29474,42.39
n29476,22.15
n29478,13.74
n29480,12.68
n29484,8.3
n29487,13.27
n29490,47.51
n29492,31.31
n29493,19.89
n29496,11.33
n29497,nan
n29500,37.09
n29502,15.74
n29503,11.41
n29504,40.39
n29506,21.25
n29510,15.15
n29512,18.32
n29513,11.85
n29514,12.49
n29516,11.82
n29518,16.78
n29520,15.93
n29522,9.2
n29524,7.05
n29525,13.42
n29528,87.24
n29533,60.53
n29534,21.66
n29536,18.6
n29538,23.96
n29539,28.11
n29542,31.59
n29544,54.63
n29546,12.98
n29548,13.37
n29550,17.12
n29552,15.9
n29554,30.71
n29556,18.9
n29558,22.11
n29562,17.32
n29564,30.04
n29566,83.35
n29568,32.8
n29570,27.39
n29572,28.07
n29574,17.41
n29575,15.52
n29576,14.78
n29578,5.54
n29582,24.61
n29584,11.61
n29588,24.03
n29589,28.8
n29590,35.35
n29592,21.0
n29593,43.14
n29594,7.53
n29596,5.63
n29602,10.16
n29603,11.27
n29604,6.47
n29608,4.68
n29609,15.24
n29614,15.47
n29615,4.65
n29616,14.99
n29618,10.57
n29619,21.36
n29622,26.58
n29623,17.09
n29624,12.81
n29626,6.94
n29627,13.54
n29628,7.96
n29630,11.14
n29634,4.61
n29636,10.4
n29640,6.91
n29642,6.64
n29643,51.01
n29646,7.28
n29650,11.11
n29652,33.66
n29653,6.35
n29654,nan
n29658,2.82
n29659,7.22
n29660,2.2
n29661,6.9
n29666,0.88
n29667,10.5
n29668,nan
n29670,32.66
n29671,nan
n29674,8.99
n29676,8.05
n29677,6.96
n29678,11.87
n29680,10.22
n29681,10.92
n29682,25.85
n29684,nan
n29688,9.07
n29692,5.42
n29694,8.58
n29695,10.99
n29696,15.89
n29698,7.5
n29700,nan
n29702,21.23
n29703,4.33
n29704,nan
n29706,nan
n29708,nan
n29712,nan
n29714,21.69
n29716,14.98
n29717,nan
n29720,14.85
n29722,18.68
n29723,nan
n29724,7.36
n29728,8.62
n29729,nan
n29730,12.65
n29732,2.75
n29733,9.01
n29740,nan
n29741,15.85
n29744,44.97
n29745,12.24
n29746,nan
n29748,nan
n29750,16.98
n29751,6.47
n29756,8.36
n29757,18.19
n29758,9.96
n29760,13.12
n29764,15.75
n29765,21.44
n29766,14.87
n29767,9.14
n29770,16.33
n29772,57.57
n29774,21.71
n29775,9.17
n29776,8.5
n29782,23.83
n29783,10.29
n29784,7.09
n29786,19.88
n29787,23.34
n29790,18.96
n29791,19.57
n29792,11.5
n29794,20.44
n29795,24.4
n29796,9.75
n29798,31.67
n29800,36.06
n29806,5.22
n29808,63.06
n29810,29.27
n29812,24.06
n29814,8.13
n29815,24.79
n29818,48.79
n29822,57.75
n29823,25.88
n29826,13.01
n29828,8.47
n29830,32.13
n29831,45.75
n29834,6.86
n29835,47.51
n29836,16.85
n29838,28.51
n29839,10.72
n29844,8.68
n29845,55.7
n29846,48.49
n29847,66.4
n29850,37.46
n29852,9.26
n29854,4.42
n29855,5.54
n29856,24.56
n29860,6.98
n29861,nan
n29862,7.47
n29864,10.65
n29866,13.33
n29868,19.41
n29869,13.1
n29872,14.1
n29874,34.08
n29876,15.78
n29878,15.79
n29880,23.06
n29884,33.54
n29886,21.74
n29888,25.03
n29890,17.99
n29894,14.6
n29895,24.13
n29898,15.51
n29900,6.52
n29905,17.29
n29908,8.13
n29909,10.37
n29910,16.1
n29911,14.68
n29912,20.46
n29916,21.04
n29918,15.06
n29920,13.31
n29922,16.94
n29923,8.28
n29924,19.21
n29926,15.88
n29928,19.59
n29930,15.17
n29931,17.52
n29936,12.13
n29938,20.94
n29940,22.99
n29942,27.26
n29946,18.84
n29948,18.84
n29950,20.29
n29952,18.67
n29954,16.02
n29956,5.33
n29958,23.85
n29960,19.14
n29961,6.92
n29962,24.68
n29966,11.04
n29968,19.9
n29970,6.18
n29972,18.78
n29973,15.5
n29974,63.71
n29978,31.58
n29979,6.3
n29980,6.58
n29982,10.23
n29983,7.91
n29986,28.89
n29988,nan
n29992,8.74
n29993,50.48
n29994,4.51
n29996,6.48
n29998,12.86
n30000,15.32
n30002,11.73
n30006,17.82
n30007,11.44
n30008,27.24
n30014,34.32
n30015,20.12
n30016,nan
n30017,27.75
n30020,22.47
n30021,12.61
n30024,20.4
n30025,14.63
n30028,11.05
n30030,8.12
n30031,12.96
n30034,13.02
n30036,13.25
n30037,19.65
n30042,4.45
n30044,58.03
n30046,41.37
n30047,14.09
n30048,22.14
n30050,18.97
n30052,16.19
n30053,30.02
n30054,15.06
n30064,5.07
n30065,10.33
n30068,30.25
n30070,13.76
n30072,10.97
n30074,75.63
n30076,12.57
n30077,10.35
n30080,2.16
n30081,17.63
n30082,18.53
n30086,20.69
n30087,15.77
n30088,23.63
n30090,14.33
n30091,7.98
n30092,13.91
n30098,11.28
n30099,32.07
n30100,15.54
n30106,17.01
n30107,13.06
n30108,11.25
n30110,6.71
n30111,12.49
n30114,28.92
n30116,24.11
n30117,12.63
n30118,21.73
n30120,9.74
n30122,6.98
n30123,11.41
n30124,21.34
n30126,11.57
n30128,21.72
n30130,7.56
n30132,22.91
n30134,23.85
n30136,19.11
n30138,18.77
n30140,27.76
n30142,8.44
n30144,30.6
n30148,nan
n30150,17.75
n30152,22.51
n30156,37.86
n30160,22.29
n30161,15.53
n30162,15.27
n30164,20.13
n30166,nan
n30167,48.63
n30168,28.76
n30170,17.11
n30176,12.31
n30177,30.11
n30178,25.96
n30180,13.98
n30181,7.49
n30182,21.29
n30186,19.28
n30187,13.47
n30188,23.51
n30194,15.76
n30195,24.86
n30198,24.08
n30199,23.85
n30200,17.84
n30201,12.04
n30202,6.64
n30204,16.64
n30208,16.14
n30209,16.45
n30212,21.88
n30213,20.29
n30214,18.48
n30216,23.97
n30218,26.81
n30219,25.76
n30220,29.6
n30222,14.42
n30224,14.56
n30228,14.45
n30230,13.61
n30232,28.76
n30234,16.54
n30238,10.65
n30241,17.97
n30242,19.18
n30244,16.3
n30246,11.49
n30248,19.13
n30250,10.03
n30252,44.62
n30254,13.17
n30256,15.61
n30260,10.16
n30262,10.65
n30263,54.31
n30264,7.13
n30266,25.78
n30268,12.85
n30272,19.96
n30273,23.5
n30274,30.54
n30276,5.09
