DATASET_SIMPLEBAR

SEPARATOR COMMA

DATASET_LABEL,bar

COLOR,#ff0000

WIDTH,100

DATA
n23117,32.51
n23122,8.96
n23124,25.85
n23125,9.8
n23128,40.14
n23130,21.82
n23132,69.9
n23134,7.87
n23138,19.16
n23140,25.07
n23141,10.96
n23142,15.36
n23146,26.12
n23147,19.6
n23148,23.0
n23150,11.7
n23152,11.17
n23153,13.21
n23158,nan
n23159,12.8
n23160,14.29
n23164,43.3
n23166,nan
n23168,22.53
n23169,14.82
n23170,nan
n23174,nan
n23176,20.96
n23177,24.04
n23180,24.95
n23182,nan
n23184,17.35
n23186,24.73
n23187,23.07
n23188,5.94
n23190,36.12
n23192,40.71
n23194,32.74
n23196,nan
n23198,20.86
n23199,nan
n23206,11.39
n23208,37.91
n23209,24.7
n23210,20.59
n23212,38.54
n23214,17.48
n23215,20.93
n23218,41.03
n23220,24.22
n23221,26.6
n23222,33.25
n23224,10.62
n23226,nan
n23227,55.23
n23230,13.3
n23232,13.61
n23236,17.79
n23237,26.68
n23238,24.17
n23240,25.07
n23241,19.12
n23244,nan
n23245,nan
n23248,nan
n23250,25.18
n23251,nan
n23254,15.74
n23256,9.05
n23257,14.5
n23258,35.08
n23260,28.68
n23261,17.31
n23264,13.09
n23268,8.29
n23269,5.87
n23270,14.71
n23272,6.89
n23273,16.49
n23276,41.5
n23280,30.82
n23281,20.67
n23282,50.41
n23284,84.0
n23285,41.35
n23290,16.67
n23291,nan
n23296,nan
n23297,11.61
n23298,18.36
n23300,nan
n23301,nan
n23306,34.58
n23307,19.48
n23308,27.56
n23310,10.04
n23311,27.13
n23312,17.9
n23316,24.38
n23317,42.27
n23318,27.09
n23320,39.57
n23322,28.41
n23324,28.53
n23326,27.93
n23327,35.16
n23328,nan
n23334,29.36
n23335,8.38
n23336,11.65
n23338,22.89
n23339,25.73
n23344,6.28
n23345,39.56
n23346,10.97
n23347,19.17
n23350,15.73
n23351,17.17
n23352,19.82
n23358,nan
n23362,13.59
n23363,24.98
n23364,10.21
n23365,36.23
n23366,10.75
n23370,16.89
n23371,49.9
n23372,nan
n23378,9.38
n23379,nan
n23380,22.92
n23382,nan
n23384,25.67
n23385,24.48
n23388,nan
n23390,12.2
n23392,nan
n23394,16.43
n23395,nan
n23398,16.05
n23399,13.82
n23400,30.67
n23402,28.56
n23404,22.1
n23406,18.81
n23408,12.48
n23410,13.19
n23412,22.22
n23414,26.19
n23415,28.36
n23420,5.33
n23421,78.63
n23422,29.83
n23423,nan
n23432,64.19
n23433,19.78
n23434,8.02
n23436,6.7
n23438,88.53
n23439,31.14
n23442,62.09
n23446,42.32
n23448,nan
n23450,32.64
n23451,39.93
n23454,2.83
n23456,36.88
n23457,nan
n23460,12.17
n23462,16.9
n23464,nan
n23465,45.02
n23466,36.36
n23468,nan
n23470,37.15
n23471,nan
n23476,8.9
n23477,33.19
n23478,29.09
n23480,72.6
n23481,27.9
n23486,19.45
n23488,99.17
n23490,26.55
n23491,60.92
n23492,51.23
n23496,28.14
n23497,57.12
n23500,nan
n23501,nan
n23502,nan
n23506,39.35
n23507,31.67
n23508,19.65
n23510,55.81
n23512,32.35
n23514,4.57
n23515,28.39
n23518,4.58
n23520,35.95
n23521,nan
n23522,nan
n23530,nan
n23532,nan
n23533,nan
n23534,nan
n23536,nan
n23537,nan
n23538,24.38
n23540,nan
n23542,nan
n23546,5.35
n23550,44.4
n23551,15.35
n23552,21.87
n23553,nan
n23554,28.19
n23558,29.93
n23559,56.87
n23560,38.15
n23562,33.89
n23564,26.65
n23565,28.99
n23568,22.05
n23570,32.74
n23571,37.81
n23576,79.53
n23578,20.46
n23579,nan
n23583,nan
n23584,nan
n23588,nan
n23589,nan
n23590,nan
n23594,nan
n23595,nan
n23596,nan
n23597,nan
n23600,nan
n23606,17.83
n23608,nan
n23609,4.66
n23612,25.02
n23614,35.38
n23616,36.19
n23617,23.16
n23620,30.37
n23622,23.04
n23623,15.93
n23624,36.45
n23626,nan
n23627,nan
n23628,15.32
n23630,17.04
n23634,46.16
n23635,24.52
n23636,25.48
n23638,21.68
n23644,22.37
n23645,nan
n23646,nan
n23648,nan
n23649,nan
n23650,nan
n23652,nan
n23654,nan
n23656,nan
n23658,84.7
n23660,12.29
n23662,nan
n23664,nan
n23665,nan
n23670,39.8
n23671,52.37
n23672,31.06
n23673,27.1
n23676,nan
n23678,10.83
n23680,10.19
n23682,8.61
n23683,0.47
n23686,nan
n23687,56.8
n23690,nan
n23692,19.52
n23694,nan
n23696,42.53
n23697,nan
n23700,nan
n23704,nan
n23705,nan
n23706,nan
n23708,nan
n23710,nan
n23712,28.31
n23713,11.96
n23714,44.58
n23718,nan
n23720,37.71
n23721,41.02
n23724,49.19
n23726,50.81
n23727,30.29
n23730,44.97
n23731,37.29
n23732,19.21
n23736,nan
n23737,nan
n23740,17.5
n23742,6.02
n23743,22.84
n23744,18.36
n23746,35.8
n23748,33.87
n23749,17.83
n23752,22.8
n23754,6.01
n23756,25.29
n23762,12.91
n23763,8.85
n23766,99.92
n23770,18.48
n23771,33.99
n23772,4.03
n23773,57.83
n23774,35.74
n23778,6.49
n23779,31.79
n23780,5.89
n23782,12.76
n23783,20.08
n23786,17.6
n23787,58.5
n23788,16.2
n23794,10.12
n23795,21.69
n23798,nan
n23799,20.33
n23800,3.7
n23801,7.28
n23802,19.06
n23804,29.64
n23808,16.55
n23812,23.0
n23813,23.58
n23816,10.99
n23818,4.57
n23820,7.53
n23824,nan
n23826,12.77
n23828,22.1
n23829,17.84
n23832,11.97
n23834,14.19
n23835,56.52
n23840,23.69
n23842,19.41
n23843,15.15
n23846,4.16
n23847,3.1
n23848,18.07
n23850,13.68
n23852,28.3
n23854,9.56
n23856,7.06
n23857,3.06
n23860,10.04
n23861,nan
n23864,6.98
n23866,48.24
n23867,18.93
n23870,10.6
n23872,46.76
n23873,13.49
n23876,58.43
n23877,22.67
n23878,1.65
n23879,31.66
n23882,45.07
n23884,9.29
n23886,27.91
n23887,nan
n23890,11.72
n23894,33.87
n23895,13.47
n23896,31.92
n23898,9.62
n23899,20.96
n23904,24.74
n23906,15.4
n23907,36.27
n23908,10.42
n23910,10.44
n23914,24.05
n23916,13.52
n23918,12.09
n23919,nan
n23922,18.56
n23924,29.41
n23926,24.45
n23928,24.02
n23929,20.5
n23930,17.97
n23932,42.25
n23936,22.95
n23938,16.25
n23939,28.86
n23942,20.89
n23943,10.45
n23946,11.98
n23947,10.76
n23948,nan
n23949,nan
n23956,31.69
n23958,21.73
n23959,38.26
n23960,21.0
n23962,5.26
n23964,31.73
n23965,12.67
n23969,6.78
n23970,7.17
n23976,14.79
n23978,17.09
n23980,6.82
n23981,27.65
n23982,nan
n23984,22.26
n23986,14.25
n23988,23.01
n23989,19.91
n23992,34.01
n23993,41.27
n23996,19.64
n23998,3.99
n24000,3.94
n24002,15.65
n24003,9.43
n24004,32.92
n24006,nan
n24008,12.53
n24012,8.18
n24013,9.92
n24016,11.06
n24017,8.91
n24020,8.31
n24022,12.45
n24023,23.18
n24026,5.62
n24030,34.84
n24031,10.0
n24034,6.21
n24035,11.17
n24036,6.07
n24038,14.21
n24039,6.74
n24042,20.04
n24044,35.51
n24046,20.61
n24047,nan
n24050,19.44
n24052,21.73
n24056,12.89
n24057,4.75
n24060,37.4
n24061,60.5
n24062,26.38
n24064,nan
n24066,31.55
n24067,14.31
n24068,47.58
n24072,12.29
n24073,nan
n24076,45.15
n24078,16.81
n24079,10.24
n24080,17.15
n24084,10.55
n24085,39.87
n24086,7.96
n24087,26.7
n24088,12.5
n24090,1.49
n24092,nan
n24094,39.63
n24096,7.7
n24100,17.64
n24101,16.88
n24104,25.37
n24110,14.12
n24114,36.88
n24116,4.82
n24117,24.52
n24118,15.23
n24120,56.52
n24121,4.75
n24124,63.59
n24125,34.46
n24128,18.71
n24130,28.94
n24131,57.59
n24132,15.79
n24134,16.82
n24136,23.49
n24138,16.4
n24142,14.39
n24143,32.19
n24146,72.69
n24147,31.79
n24152,33.7
n24153,nan
n24154,6.14
n24155,19.24
n24156,28.32
n24158,8.22
n24160,nan
n24162,11.72
n24163,25.07
n24166,28.05
n24167,15.99
n24170,17.16
n24174,1.92
n24175,32.97
n24176,48.14
n24177,15.43
n24184,9.35
n24188,31.34
n24190,14.94
n24194,9.82
n24196,2.75
n24198,22.89
n24200,20.08
n24202,34.47
n24203,10.71
n24210,19.96
n24211,15.11
n24212,27.31
n24214,1.32
n24216,10.17
n24218,5.44
n24220,3.41
n24222,4.99
n24224,3.73
n24225,2.77
n24230,13.29
n24232,13.38
n24233,5.1
n24234,15.85
n24240,26.66
n24242,30.3
n24244,15.78
n24245,36.69
n24246,8.71
n24250,4.72
n24251,28.31
n24252,9.72
n24253,29.5
n24254,15.2
n24258,16.72
n24260,10.46
n24261,18.81
n24264,nan
n24268,17.82
n24269,13.33
n24272,nan
n24273,27.64
n24274,23.97
n24276,14.17
n24277,13.76
n24280,15.65
n24282,11.25
n24284,3.75
n24286,11.52
n24287,39.87
n24292,7.16
n24294,7.53
n24295,7.36
n24296,0.78
n24298,9.58
n24300,3.46
n24302,2.9
n24303,1.98
n24306,2.37
n24314,5.4
n24315,38.15
n24318,4.93
n24319,nan
n24320,26.17
n24322,58.99
n24323,36.59
n24326,26.16
n24330,56.38
n24334,11.63
n24335,11.72
n24336,15.68
n24338,nan
n24340,31.2
n24341,29.76
n24344,6.57
n24346,3.48
n24347,1.77
n24352,4.9
n24353,3.75
n24356,17.8
n24358,8.35
n24359,13.27
n24360,nan
n24362,5.94
n24363,nan
n24368,3.28
n24370,19.65
n24372,5.95
n24373,9.07
n24376,nan
n24378,59.96
n24379,58.99
n24380,24.2
n24384,63.29
n24385,nan
n24386,nan
n24388,nan
n24390,nan
n24392,nan
n24394,32.02
n24395,nan
n24398,7.54
n24402,22.53
n24404,8.62
n24406,10.04
n24408,8.71
n24410,5.88
n24411,2.23
n24412,9.73
n24414,nan
n24418,28.49
n24419,23.48
n24420,36.37
n24422,54.95
n24423,10.5
n24426,11.49
n24428,14.57
n24430,56.59
n24431,26.87
n24436,16.31
n24438,8.74
n24439,1.63
n24440,4.44
n24442,49.14
n24443,nan
n24446,6.11
n24450,7.35
n24451,nan
n24452,13.42
n24453,1.95
n24456,60.47
n24457,17.09
n24462,10.93
n24464,7.34
n24465,nan
n24466,11.41
n24468,49.59
n24470,96.78
n24471,24.54
n24472,26.55
n24474,3.32
n24478,13.02
n24480,5.23
n24481,nan
n24484,26.68
n24485,3.83
n24488,21.38
n24489,5.57
n24490,nan
n24492,nan
n24493,nan
n24494,17.15
n24498,62.77
n24504,23.23
n24505,15.19
n24506,12.91
n24508,59.14
n24509,16.4
n24512,55.14
n24513,34.75
n24518,17.59
n24519,22.82
n24520,nan
n24522,18.74
n24523,2.64
n24528,68.6
n24529,7.71
n24532,24.04
n24533,20.76
n24534,12.83
n24536,nan
n24537,nan
n24542,nan
n24544,12.84
n24546,20.46
n24548,22.48
n24550,35.71
n24551,34.06
n24552,3.38
n24556,17.87
n24558,17.44
n24560,28.28
n24561,15.18
n24564,25.18
n24566,57.73
n24567,8.51
n24570,nan
n24572,20.11
n24573,2.29
n24576,19.29
n24577,6.75
n24578,54.0
n24582,18.08
n24584,nan
n24586,18.06
n24590,nan
n24592,46.77
n24594,21.03
n24595,39.45
n24598,33.96
n24600,37.51
n24601,23.74
n24602,32.07
n24604,7.04
n24606,23.81
n24607,50.24
n24610,35.31
n24612,nan
n24614,15.44
n24615,nan
n24620,11.34
n24622,18.36
n24624,15.92
n24625,18.88
n24628,18.19
n24629,55.23
n24630,6.3
n24632,6.63
n24633,21.43
n24636,38.84
n24637,nan
n24640,26.59
n24641,26.51
n24644,36.22
n24646,12.53
n24648,27.94
n24650,76.99
n24652,45.01
n24654,22.89
n24655,6.84
n24658,3.48
n24660,20.75
n24661,39.07
n24664,nan
n24666,19.8
n24668,15.79
n24670,26.23
n24671,38.67
n24678,41.22
n24679,10.59
n24680,71.65
n24682,33.72
n24683,37.5
n24686,14.65
n24687,52.95
n24688,23.16
n24690,43.99
n24692,38.51
n24693,73.14
n24696,17.14
n24698,2.91
n24700,nan
n24701,17.42
n24704,12.33
n24705,35.89
n24708,nan
n24709,nan
n24712,8.54
n24713,21.97
n24714,3.41
n24718,36.13
n24719,36.41
n24720,55.45
n24724,45.1
n24725,14.73
n24728,17.83
n24730,17.58
n24732,24.63
n24733,46.32
n24734,36.19
n24736,nan
n24738,8.53
n24739,57.61
n24742,26.09
n24744,87.29
n24746,11.23
n24748,17.7
n24752,41.33
n24754,14.25
n24756,nan
n24757,nan
n24758,nan
n24764,6.72
n24765,35.75
n24766,32.96
n24768,49.85
n24776,38.66
n24777,13.19
n24778,17.07
n24780,25.73
n24782,15.92
n24784,nan
n24785,32.15
n24788,25.94
n24789,20.36
n24792,32.73
n24793,43.89
n24794,42.05
n24798,nan
n24800,16.45
n24801,15.28
n24802,14.18
n24804,14.53
n24806,21.16
n24807,24.68
n24810,30.94
n24812,42.79
n24814,69.67
n24816,48.37
n24818,nan
n24819,22.11
n24824,50.91
n24826,17.54
n24828,nan
n24830,74.82
n24832,nan
n24834,nan
n24836,nan
n24837,80.6
n24838,18.01
n24842,64.25
n24844,15.33
n24845,34.38
n24848,25.09
n24850,45.53
n24851,36.48
n24852,28.82
n24854,28.19
n24856,92.36
n24857,22.93
n24860,19.47
n24866,nan
n24867,nan
n24868,48.35
n24870,47.54
n24872,37.3
n24873,24.59
n24874,43.01
n24876,18.74
n24878,42.47
n24882,21.57
n24883,22.26
n24886,34.98
n24888,50.29
n24889,6.37
n24890,100.0
n24892,100.0
n24894,100.0
n24895,47.97
n24898,65.63
n24900,nan
n24902,15.09
n24904,23.4
n24906,8.69
n24907,17.05
n24908,8.46
n24912,35.14
n24913,37.49
n24914,19.24
n24920,33.97
n24921,45.94
n24922,nan
n24924,54.94
n24925,6.8
n24928,18.5
n24930,27.22
n24932,34.02
n24938,17.96
n24939,18.07
n24940,13.23
n24941,18.87
n24946,25.09
n24947,22.16
n24948,8.95
n24950,27.74
n24952,38.72
n24954,38.9
n24955,48.87
n24956,12.73
n24960,16.55
n24961,nan
n24964,18.48
n24965,8.28
n24968,41.0
n24969,28.02
n24972,19.85
n24974,34.8
n24976,18.43
n24977,8.91
n24978,15.64
n24982,20.24
n24983,18.27
n24984,21.08
n24990,12.41
n24991,33.84
n24992,24.36
n24994,22.61
n24995,25.52
n24998,42.57
n25004,14.14
n25006,51.05
n25008,34.72
n25010,12.45
n25012,31.39
n25014,32.13
n25015,58.48
n25016,15.82
n25020,23.14
n25024,29.53
n25025,3.79
n25026,21.73
n25028,19.93
n25029,25.07
n25032,43.81
n25034,12.59
n25036,19.06
n25038,15.11
n25039,nan
n25042,37.74
n25044,32.55
n25045,32.76
n25050,nan
n25054,30.36
n25055,16.83
n25058,16.62
n25059,10.46
n25062,6.84
n25064,46.45
n25066,15.53
n25067,15.22
n25068,47.84
n25070,23.4
n25072,15.95
n25074,6.19
n25075,37.56
n25078,42.19
n25079,36.65
n25080,12.95
n25082,37.52
n25084,nan
n25086,36.85
n25088,38.83
n25090,62.85
n25092,62.51
n25094,nan
n25096,28.29
n25098,67.79
n25100,34.58
n25104,20.54
n25105,22.56
n25106,nan
n25108,27.99
n25112,15.4
n25114,33.25
n25115,12.37
n25116,27.39
n25118,28.17
n25119,30.53
n25124,56.72
n25126,4.62
n25128,nan
n25129,24.44
n25130,21.1
n25132,18.82
n25136,31.5
n25137,26.0
n25138,14.23
n25140,10.57
n25141,67.05
n25144,23.44
n25146,14.11
n25147,16.05
n25150,7.95
n25151,58.3
n25154,nan
n25158,69.67
n25159,22.63
n25160,nan
n25161,35.69
n25164,12.85
n25165,77.63
n25168,41.38
n25170,33.72
n25174,4.85
n25175,14.41
n25178,8.35
n25179,24.38
n25182,63.54
n25183,18.98
n25184,6.3
n25185,19.61
n25190,33.7
n25192,26.31
n25193,35.53
n25194,nan
n25196,nan
n25197,23.19
n25198,42.17
n25202,49.32
n25204,21.83
n25206,8.84
n25208,64.37
n25209,10.01
n25210,51.86
n25212,18.42
n25214,9.36
n25216,11.51
n25218,13.68
n25220,8.14
n25221,13.53
n25228,0.69
n25230,8.85
n25231,23.43
n25234,5.17
n25236,4.79
n25238,6.22
n25240,1.65
n25242,3.41
n25244,4.75
n25246,6.88
n25248,5.27
n25249,5.48
n25250,27.57
n25254,37.0
n25256,14.23
n25258,43.84
n25259,11.65
n25262,nan
n25264,32.81
n25265,38.64
n25268,37.0
n25269,13.12
n25270,nan
n25272,15.42
n25273,52.58
n25276,10.8
n25278,nan
n25279,nan
n25284,25.75
n25286,nan
n25288,61.33
n25292,13.91
n25293,23.63
n25294,22.93
n25295,35.48
n25296,29.89
n25300,41.63
n25302,38.45
n25304,62.38
n25305,33.63
n25308,55.51
n25310,6.44
n25314,22.41
n25316,25.27
n25317,46.92
n25320,29.34
n25322,46.01
n25324,36.13
n25326,19.5
n25327,56.69
n25328,nan
n25330,11.41
n25332,28.71
n25334,nan
n25335,45.61
n25338,27.43
n25340,31.63
n25341,36.19
n25344,52.06
n25346,15.84
n25347,47.5
n25348,17.99
n25350,23.7
n25354,nan
n25356,25.32
n25358,23.64
n25360,19.31
n25361,28.26
n25364,12.32
n25365,37.16
n25368,14.35
n25369,15.13
n25372,17.89
n25374,27.9
n25376,5.38
n25377,59.35
n25382,58.47
n25383,34.8
n25386,66.73
n25387,6.08
n25390,68.25
n25391,24.24
n25392,26.14
n25394,37.66
n25396,53.64
n25397,27.62
n25400,44.05
n25404,14.53
n25405,37.02
n25406,28.93
n25408,80.18
n25409,30.56
n25410,53.49
n25414,55.79
n25415,39.43
n25416,20.47
n25418,59.39
n25420,28.22
n25421,78.08
n25424,49.04
n25428,20.79
n25429,11.91
n25430,26.99
n25432,72.17
n25436,39.81
n25438,37.86
n25439,37.83
n25442,17.89
n25443,31.28
n25446,55.32
n25448,9.05
n25450,nan
n25451,45.77
n25454,nan
n25455,36.99
n25458,nan
n25459,33.99
n25460,29.94
n25461,24.2
n25464,29.48
n25465,26.92
n25468,16.06
n25472,21.43
n25473,39.17
n25474,26.68
n25476,nan
n25477,10.52
n25480,11.76
n25482,14.85
n25483,25.51
n25486,44.73
n25488,17.56
n25490,45.78
n25492,28.98
n25494,39.89
n25495,27.52
n25498,48.27
n25499,22.35
n25502,12.6
n25506,40.42
n25508,31.86
n25510,15.69
n25511,44.41
n25512,20.25
n25514,22.75
n25516,9.76
n25518,23.02
n25519,61.26
n25522,19.21
n25524,30.06
n25525,5.49
n25528,63.78
n25530,23.3
n25534,11.55
n25535,3.99
n25536,9.31
n25538,14.42
n25540,9.73
n25542,19.18
n25544,21.68
n25545,17.95
n25554,17.88
n25555,16.7
n25556,17.63
n25558,8.41
n25559,80.91
n25562,29.59
n25564,30.03
n25565,20.02
n25568,nan
n25569,nan
n25570,9.41
n25574,40.86
n25575,20.23
n25576,30.01
n25580,17.31
n25581,30.91
n25582,33.28
n25584,30.26
n25585,43.57
n25586,23.41
n25592,15.43
n25594,44.61
n25596,50.32
n25597,16.14
n25598,15.2
n25600,25.41
n25602,7.79
n25603,8.98
n25606,54.74
n25607,77.34
n25608,68.26
n25614,33.78
n25615,30.77
n25616,48.76
n25618,38.9
n25619,36.92
n25622,12.86
n25624,21.56
n25625,12.48
n25626,11.47
n25628,13.4
n25630,23.76
n25631,10.31
n25636,46.88
n25638,27.08
n25639,38.78
n25640,nan
n25644,70.26
n25646,17.62
n25647,91.97
n25650,nan
n25651,40.44
n25654,10.92
n25655,12.76
n25660,28.61
n25661,3.49
n25662,15.1
n25664,19.12
n25666,26.76
n25667,24.83
n25668,45.8
n25672,nan
n25674,13.41
n25676,nan
n25678,22.36
n25680,nan
n25682,nan
n25684,35.63
n25686,nan
n25687,29.7
n25690,9.52
n25691,35.09
n25692,46.79
n25698,nan
n25699,nan
n25700,37.71
n25702,41.33
n25704,17.51
n25706,20.66
n25708,54.03
n25709,26.32
n25712,nan
n25716,4.59
n25718,29.76
n25719,31.49
n25722,31.06
n25724,44.41
n25725,25.69
n25726,58.95
n25728,14.78
n25730,nan
n25731,49.22
n25736,42.84
n25737,24.99
n25738,22.5
n25740,28.07
n25741,99.77
n25744,46.81
n25748,34.81
n25749,22.75
n25750,9.7
n25752,19.47
n25753,20.51
n25758,20.81
n25759,44.45
n25760,31.38
n25761,86.16
n25764,10.47
n25765,33.74
n25766,28.63
n25770,14.33
n25771,20.05
n25772,26.57
n25776,17.99
n25778,12.48
n25780,10.62
n25781,25.44
n25784,1.45
n25785,31.58
n25786,7.43
n25788,13.34
n25789,nan
n25792,46.12
n25794,21.91
n25796,44.52
n25797,49.94
n25802,23.03
n25806,43.22
n25807,50.1
n25808,28.66
n25810,4.09
n25811,14.64
n25812,9.12
n25816,82.38
n25818,26.91
n25820,28.61
n25821,16.4
n25824,14.95
n25826,37.63
n25827,21.16
n25828,17.57
n25830,nan
n25832,84.06
n25833,75.64
n25840,55.96
n25842,nan
n25844,19.8
n25845,48.64
n25846,40.81
n25848,28.89
n25852,nan
n25853,nan
n25856,30.2
n25857,nan
n25858,42.73
n25860,29.58
n25862,nan
n25864,33.51
n25866,nan
n25867,nan
n25872,60.65
n25874,49.19
n25878,42.75
n25879,21.2
n25880,33.25
n25882,21.42
n25883,27.58
n25884,49.15
n25888,30.72
n25889,18.03
n25890,24.07
n25892,30.82
n25894,95.07
n25895,20.42
n25900,14.68
n25902,14.71
n25904,26.13
n25905,nan
n25906,51.09
n25908,15.5
n25910,22.71
n25912,19.23
n25914,12.84
n25915,65.45
n25916,46.56
n25920,7.04
n25922,27.14
n25926,36.33
n25928,24.8
n25930,17.56
n25932,11.18
n25934,54.39
n25936,41.8
n25937,17.12
n25938,6.65
n25940,12.88
n25944,32.42
n25946,28.41
n25947,nan
n25950,18.47
n25951,45.68
n25952,51.81
n25954,32.08
n25956,24.99
n25958,13.13
n25959,23.21
n25962,54.94
n25964,21.71
n25968,10.67
n25970,47.47
n25971,61.42
n25972,37.87
n25974,13.91
n25976,8.77
n25978,15.34
n25979,34.14
n25980,34.5
n25984,nan
n25986,34.64
n25987,nan
n25988,44.23
n25992,36.43
n25993,15.86
n25996,17.25
n25997,nan
n26000,38.6
n26001,nan
n26002,9.33
n26003,nan
n26010,29.34
n26012,7.13
n26016,19.76
n26017,32.63
n26018,30.75
n26020,27.8
n26022,29.34
n26023,22.6
n26024,54.14
n26026,56.18
n26030,8.84
n26032,10.89
n26033,14.52
n26034,nan
n26038,72.1
n26040,30.06
n26041,16.34
n26044,15.28
n26046,19.39
n26047,16.53
n26050,16.07
n26052,100.0
n26056,47.6
n26057,60.4
n26058,38.48
n26059,55.64
n26062,18.64
n26063,17.1
n26066,3.21
n26067,10.88
n26068,nan
n26070,56.46
n26071,64.0
n26074,100.0
n26076,41.38
n26078,nan
n26080,7.42
n26081,20.22
n26082,36.94
n26084,10.71
n26086,15.9
n26088,nan
n26092,nan
n26094,nan
n26098,25.33
n26099,15.58
n26100,nan
n26102,5.1
n26104,24.41
n26105,nan
n26108,9.41
n26109,27.82
n26112,17.41
n26114,12.43
n26116,10.57
n26117,6.4
n26120,15.45
n26121,22.34
n26126,nan
n26128,8.78
n26129,13.27
n26130,20.51
n26132,34.58
n26133,10.63
n26134,47.25
n26138,21.52
n26140,17.68
n26141,36.08
n26144,22.02
n26145,11.14
n26146,31.36
n26148,25.07
n26149,10.33
n26150,17.0
n26152,16.66
n26158,11.7
n26159,17.63
n26160,34.88
n26162,25.83
n26164,21.14
n26168,12.21
n26169,17.04
n26170,25.49
n26174,30.46
n26178,29.07
n26179,20.33
n26180,41.21
n26181,14.28
n26182,29.68
n26184,31.69
n26186,40.1
n26188,31.07
n26190,16.45
n26192,4.27
n26193,17.09
n26196,37.82
n26198,54.64
n26200,55.2
n26202,73.97
n26204,69.42
n26205,35.14
n26208,36.43
n26210,34.28
n26214,22.45
n26218,9.1
n26220,26.34
n26221,52.46
n26222,12.05
n26224,21.98
n26226,54.22
n26227,66.45
n26228,63.52
n26232,62.91
n26234,9.78
n26235,64.7
n26238,35.54
n26239,34.14
n26240,7.91
n26242,2.56
n26243,7.63
n26246,29.97
n26247,31.58
n26250,25.1
n26252,10.85
n26253,23.51
n26256,30.36
n26257,22.24
n26262,27.58
n26264,6.11
n26266,17.87
n26267,20.23
n26268,nan
n26270,41.21
n26272,56.37
n26274,nan
n26275,nan
n26278,31.83
n26282,13.05
n26283,29.47
n26288,10.98
n26290,15.02
n26291,20.13
n26296,13.37
n26297,21.27
n26298,12.19
n26300,30.32
n26301,28.97
n26302,15.6
n26306,12.52
n26307,28.05
n26308,21.12
n26310,15.43
n26311,10.97
n26314,25.71
n26316,41.0
n26317,23.64
n26320,21.43
n26322,30.16
n26324,19.29
n26325,27.56
n26326,25.23
n26330,11.35
n26332,22.81
n26333,13.86
n26334,19.0
n26336,8.92
n26338,13.69
n26339,18.37
n26342,43.16
n26344,13.82
n26345,32.02
n26348,65.06
n26349,43.72
n26356,17.33
n26358,37.65
n26359,49.64
n26360,11.02
n26364,20.61
n26365,16.15
n26366,25.56
n26368,49.63
n26369,33.54
n26372,11.07
n26373,nan
n26376,20.84
n26378,26.15
n26380,12.14
n26381,28.77
n26382,41.65
n26384,19.24
n26386,53.36
n26388,16.48
n26389,15.01
n26392,24.66
n26396,nan
n26398,12.54
n26399,nan
n26402,16.88
n26403,60.89
n26406,84.9
n26407,10.36
n26410,16.06
n26411,51.73
n26414,11.01
n26415,29.15
n26418,40.43
n26420,36.84
n26422,13.4
n26423,62.38
n26426,20.87
n26427,17.8
n26428,12.68
n26432,12.12
n26433,54.32
n26436,8.21
n26437,nan
n26438,8.1
n26440,28.23
n26442,7.86
n26443,40.8
n26446,27.58
n26448,85.45
n26450,4.94
n26452,6.88
n26453,35.94
n26456,7.39
n26457,26.25
n26460,45.24
n26462,23.42
n26463,18.21
n26464,28.56
n26468,54.48
n26469,19.6
n26470,31.56
n26474,36.6
n26478,62.42
n26480,31.76
n26481,67.38
n26482,45.04
n26488,18.82
n26489,38.55
n26490,18.66
n26494,8.97
n26495,58.81
n26496,13.46
n26497,74.05
n26498,17.81
n26502,16.4
n26504,29.06
n26506,18.79
n26507,8.86
n26508,37.03
n26512,41.42
n26514,43.7
n26516,6.16
n26518,25.28
n26520,3.86
n26522,5.52
n26523,12.29
n26526,40.56
n26528,22.43
n26530,2.7
n26531,8.45
n26532,19.97
n26534,8.84
n26536,16.72
n26540,17.83
n26541,10.68
n26542,9.32
n26543,46.28
n26544,35.88
n26546,33.24
n26548,13.45
n26550,25.3
n26552,5.5
n26554,12.12
n26560,22.89
n26561,40.98
n26564,13.49
n26565,15.09
n26568,7.3
n26572,8.6
n26574,13.29
n26575,nan
n26576,7.87
n26578,10.4
n26582,13.99
n26584,11.04
n26585,36.54
n26588,19.97
n26589,9.27
n26590,12.43
n26594,17.66
n26595,19.47
n26596,11.57
n26598,10.14
n26600,1.55
n26602,15.22
n26604,13.56
n26608,10.0
n26610,11.82
n26612,9.84
n26614,18.78
n26616,16.0
n26617,10.7
n26618,12.73
n26622,31.45
n26624,4.85
n26626,25.93
n26627,9.13
n26628,5.49
n26632,9.63
n26633,8.64
n26634,17.89
n26636,10.91
n26638,3.46
n26639,13.83
n26642,15.57
n26646,23.99
n26647,88.97
n26650,16.74
n26651,66.67
n26652,20.26
n26654,7.52
n26655,64.38
n26658,9.58
n26662,20.18
n26664,31.13
n26666,21.07
n26670,33.59
n26672,29.43
n26674,43.72
n26676,42.03
n26678,41.76
n26680,28.04
n26682,72.82
n26684,45.07
n26686,29.9
n26688,22.41
n26690,36.43
n26692,80.37
n26694,14.97
n26696,52.43
n26698,29.69
n26700,29.9
